division,round,eliminated,alive_after,basis,reliability,reliability_reason,pooled_evidence_seats,pooled_mean_variance,class_evidence_seats,nearest_distance,position_conflict,coverage,anchor_weight
Wentworth,1,ALP,GRN+IND+LNP+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,1.0,0.0
Wentworth,2,ON,GRN+IND+LNP,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 24 seats.",24,0.0,0,1.0,False,0.929712460060703,0.0
Wentworth,3,GRN,IND+LNP,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 24 seats.",24,0.0,0,1.0,False,0.645390070896454,0.0
Sydney,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Sydney,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,1.0,0.0
Sydney,3,ON,ALP+GRN,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 70 seats.",70,0.0,0,1.0,False,0.2916129032,0.0
Kingsford Smith,1,IND,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,16,0.00456985146000111,4,nan,False,1.0,0.0
Kingsford Smith,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Kingsford Smith,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.8709160794,0.0
Bennelong,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Bennelong,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,23,nan,False,1.0,0.0
Bennelong,3,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,23,nan,False,0.7891272032,0.0
Bradfield,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,17,nan,False,1.0,0.0
Bradfield,2,GRN,ALP+IND+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 10 seats.,10,0.006923713178850636,12,nan,False,1.0,0.0
Bradfield,3,ON,ALP+IND+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 10 seats.,10,0.004468302286990023,12,nan,False,0.7800391389534013,0.0
Bradfield,4,ALP,IND+LNP,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,12,0.02737716836092395,6,nan,False,1.0,0.0
Warringah,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,17,nan,False,1.0,0.0
Warringah,2,ALP,GRN+IND+LNP+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,1.0,0.0
Warringah,3,ON,GRN+IND+LNP,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 24 seats.",24,0.0,0,1.0,False,0.9313375446334332,0.0
Warringah,4,GRN,IND+LNP,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 24 seats.",24,0.0,0,1.0,False,0.6995630699030044,0.0
Banks,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,4,nan,False,1.0,0.0
Banks,2,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Banks,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,23,nan,False,1.0,0.0
Banks,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,23,nan,False,0.7104769057289523,0.0
Cook,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Cook,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,23,nan,False,1.0,0.0
Cook,3,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,23,nan,False,0.8287012293,0.0
Barton,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Barton,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Barton,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.8329113924,0.0
Blaxland,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,17,nan,False,1.0,0.0
Blaxland,2,GRN,ALP+IND+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 10 seats.,10,0.006923713178850636,12,nan,False,1.0,0.0
Blaxland,3,LNP,ALP+IND+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Blaxland,4,ON,ALP+IND,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 10 seats.",10,0.0,0,1.0,False,0.3356076759,0.0
Grayndler,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,17,nan,False,1.0,0.0
Grayndler,2,IND,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,16,0.00456985146000111,4,nan,False,1.0,0.0
Grayndler,3,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,1.0,0.0
Grayndler,4,ON,ALP+GRN,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 70 seats.",70,0.0,0,1.0,False,0.2625313283,0.0
Parramatta,1,OTH,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 73 seats.,73,0.00802382233899586,16,nan,False,0.9443043777244556,0.0
Parramatta,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,23,nan,False,1.0,0.0
Parramatta,3,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,23,nan,False,0.8090757005190924,0.0
Reid,1,IND,ALP+GRN+LNP+ON+OTH,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 26 seats.,26,0.005372962514514995,4,nan,False,1.0,0.0
Reid,2,OTH,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 73 seats.,73,0.00802382233899586,16,nan,False,0.8330955777133523,0.0
Reid,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,23,nan,False,1.0,0.0
Reid,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,23,nan,False,0.8398299079,0.0
Watson,1,LNP,ALP+GRN+IND+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,1.0,0.0
Watson,2,OTH,ALP+GRN+IND+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 55 seats.",55,0.0,0,1.0,False,0.6663618699,0.0
Watson,3,GRN,ALP+IND+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 10 seats.",10,0.0,0,1.0,False,0.8804634622,0.0
Watson,4,IND,ALP+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Berowra,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,11,nan,False,1.0,0.0
Berowra,2,IND,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 16 seats.,16,0.00456985146000111,3,nan,False,1.0,0.0
Berowra,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,0.5690551073344756,0.0
Berowra,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,6,nan,False,0.7138058447885858,0.0
Mackellar,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,11,nan,False,1.0,0.0
Mackellar,2,ALP,GRN+IND+LNP+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,1.0,0.0
Mackellar,3,GRN,IND+LNP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 10 seats.",10,0.0,0,1.0,False,0.7407901115,0.0
