Seat,Eliminated,AliveSet,Recipient,Votes,Share, 
Wright,GRN,ALP|LNP|ON,ALP,9322.0,0.6735549132947977,
Wright,GRN,ALP|LNP|ON,LNP,1619.0,0.11697976878612716,
Wright,GRN,ALP|LNP|ON,ON,2899.0,0.20946531791907513,
Wright,ON,ALP|LNP,ALP,8137.0,0.2549984330930743,
Wright,ON,ALP|LNP,LNP,23773.0,0.7450015669069258,
Wright,OTH,ALP|GRN|LNP|ON,ALP,1949.0,0.11307071996287058,
Wright,OTH,ALP|GRN|LNP|ON,LNP,2563.0,0.14869176770899808,
Wright,OTH,ALP|GRN|LNP|ON,GRN,2712.0,0.15733596333468702,
Wright,OTH,ALP|GRN|LNP|ON,ON,10013.0,0.5809015489934444,
Cowan,GRN,ALP|LNP,ALP,12292.0,0.7526328679892236,
Cowan,GRN,ALP|LNP,LNP,4040.0,0.2473671320107764,
Cowan,ON,ALP|GRN|LNP,ALP,1516.0,0.18157863217151754,
Cowan,ON,ALP|GRN|LNP,LNP,4772.0,0.5715654569409511,
Cowan,ON,ALP|GRN|LNP,GRN,2061.0,0.24685591088753145,
Cowan,IND,ALP|GRN|LNP|ON|OTH,ALP,690.0,0.1750824663790916,
Cowan,IND,ALP|GRN|LNP|ON|OTH,LNP,398.0,0.10098959654909921,
Cowan,IND,ALP|GRN|LNP|ON|OTH,GRN,1635.0,0.41486932250697794,
Cowan,IND,ALP|GRN|LNP|ON|OTH,ON,621.0,0.15757421974118244,
Cowan,IND,ALP|GRN|LNP|ON|OTH,OTH,597.0,0.1514843948236488,
Cowan,OTH,ALP|GRN|LNP|ON,ALP,1947.0,0.19573740826379812,
Cowan,OTH,ALP|GRN|LNP|ON,LNP,2572.0,0.2585704232431889,
Cowan,OTH,ALP|GRN|LNP|ON,GRN,2486.0,0.24992460038202474,
Cowan,OTH,ALP|GRN|LNP|ON,ON,2942.0,0.29576756811098825,
Curtin,ALP,IND|LNP,LNP,4050.0,0.20332346001305288,
Curtin,ALP,IND|LNP,IND,15869.0,0.7966765399869471,
Curtin,GRN,ALP|IND|LNP,ALP,3575.0,0.396297527990245,
Curtin,GRN,ALP|IND|LNP,LNP,562.0,0.06229907992462033,
Curtin,GRN,ALP|IND|LNP,IND,4884.0,0.5414033920851347,
Curtin,ON,ALP|GRN|IND|LNP,ALP,235.0,0.07632348164988632,
Curtin,ON,ALP|GRN|IND|LNP,LNP,1818.0,0.5904514452744397,
Curtin,ON,ALP|GRN|IND|LNP,GRN,197.0,0.06398181227671322,
Curtin,ON,ALP|GRN|IND|LNP,IND,829.0,0.2692432607989607,
Curtin,OTH,ALP|GRN|IND|LNP|ON,ALP,483.0,0.2039695945945946,
Curtin,OTH,ALP|GRN|IND|LNP|ON,LNP,364.0,0.15371621621621623,
Curtin,OTH,ALP|GRN|IND|LNP|ON,GRN,589.0,0.24873310810810811,
Curtin,OTH,ALP|GRN|IND|LNP|ON,ON,348.0,0.14695945945945946,
Curtin,OTH,ALP|GRN|IND|LNP|ON,IND,584.0,0.24662162162162163,
Perth,GRN,ALP|LNP,ALP,22549.0,0.878966243081001,
Perth,GRN,ALP|LNP,LNP,3105.0,0.12103375691899898,
Perth,ON,ALP|GRN|LNP,ALP,854.0,0.13521215959468016,
Perth,ON,ALP|GRN|LNP,LNP,4275.0,0.6768524382520583,
Perth,ON,ALP|GRN|LNP,GRN,1187.0,0.18793540215326157,
Fremantle,LNP,ALP|IND,ALP,5933.0,0.2560196772244757,
Fremantle,LNP,ALP|IND,IND,17241.0,0.7439803227755243,
Fremantle,GRN,ALP|IND|LNP,ALP,5563.0,0.4350172036284016,
Fremantle,GRN,ALP|IND|LNP,LNP,660.0,0.051610885204879574,
Fremantle,GRN,ALP|IND|LNP,IND,6565.0,0.5133719111667188,
Fremantle,ON,ALP|GRN|IND|LNP,ALP,558.0,0.08449424591156875,
Fremantle,ON,ALP|GRN|IND|LNP,LNP,3145.0,0.4762265293761357,
Fremantle,ON,ALP|GRN|IND|LNP,GRN,458.0,0.0693519079345851,
Fremantle,ON,ALP|GRN|IND|LNP,IND,2443.0,0.36992731677771046,
Fremantle,OTH,ALP|GRN|IND|LNP|ON,ALP,284.0,0.14931650893796003,
Fremantle,OTH,ALP|GRN|IND|LNP|ON,LNP,115.0,0.06046267087276551,
Fremantle,OTH,ALP|GRN|IND|LNP|ON,GRN,528.0,0.277602523659306,
Fremantle,OTH,ALP|GRN|IND|LNP|ON,ON,359.0,0.18874868559411145,
Fremantle,OTH,ALP|GRN|IND|LNP|ON,IND,616.0,0.323869610935857,
Swan,GRN,ALP|LNP,ALP,17974.0,0.8596298244774977,
Swan,GRN,ALP|LNP,LNP,2935.0,0.14037017552250228,
Swan,ON,ALP|GRN|LNP,ALP,1035.0,0.14473500209760873,
Swan,ON,ALP|GRN|LNP,LNP,4486.0,0.6273248496713746,
Swan,ON,ALP|GRN|LNP,GRN,1630.0,0.22794014823101663,
Swan,OTH,ALP|GRN|LNP|ON,ALP,1982.0,0.26082379260429006,
Swan,OTH,ALP|GRN|LNP|ON,LNP,1504.0,0.19792077904987498,
Swan,OTH,ALP|GRN|LNP|ON,GRN,2093.0,0.2754309777602316,
Swan,OTH,ALP|GRN|LNP|ON,ON,2020.0,0.2658244505856034,
Tangney,GRN,ALP|LNP,ALP,13696.0,0.7921341816078659,
Tangney,GRN,ALP|LNP,LNP,3594.0,0.2078658183921342,
Tangney,ON,ALP|GRN|LNP,ALP,895.0,0.14493927125506073,
Tangney,ON,ALP|GRN|LNP,LNP,3943.0,0.6385425101214575,
Tangney,ON,ALP|GRN|LNP,GRN,1337.0,0.21651821862348178,
Tangney,OTH,ALP|GRN|LNP|ON,ALP,1487.0,0.216795451231958,
Tangney,OTH,ALP|GRN|LNP|ON,LNP,2174.0,0.3169558244642076,
Tangney,OTH,ALP|GRN|LNP|ON,GRN,1543.0,0.2249599066919376,
Tangney,OTH,ALP|GRN|LNP|ON,ON,1655.0,0.24128881761189677,
Bullwinkel**,GRN,ALP|LNP,ALP,10275.0,0.687935190144617,
Bullwinkel**,GRN,ALP|LNP,LNP,4661.0,0.312064809855383,
Bullwinkel**,ON,ALP|GRN|LNP,ALP,1150.0,0.09502561560072716,
Bullwinkel**,ON,ALP|GRN|LNP,LNP,9527.0,0.7872252520244588,
Bullwinkel**,ON,ALP|GRN|LNP,GRN,1425.0,0.11774913237481408,
Bullwinkel**,OTH,ALP|GRN|LNP|ON,ALP,1345.0,0.1573283424961984,
Bullwinkel**,OTH,ALP|GRN|LNP|ON,LNP,2330.0,0.2725464966662768,
Bullwinkel**,OTH,ALP|GRN|LNP|ON,GRN,1783.0,0.2085624049596444,
Bullwinkel**,OTH,ALP|GRN|LNP|ON,ON,3091.0,0.36156275587788045,
Hasluck,GRN,ALP|LNP,ALP,12934.0,0.7700643010240533,
Hasluck,GRN,ALP|LNP,LNP,3862.0,0.22993569897594665,
Hasluck,ON,ALP|GRN|LNP,ALP,1840.0,0.18255779343188808,
Hasluck,ON,ALP|GRN|LNP,LNP,5633.0,0.5588848100009922,
Hasluck,ON,ALP|GRN|LNP,GRN,2606.0,0.25855739656711973,
Hasluck,OTH,ALP|GRN|LNP|ON,ALP,2062.0,0.22381417562140454,
Hasluck,OTH,ALP|GRN|LNP|ON,LNP,1844.0,0.20015195918810377,
Hasluck,OTH,ALP|GRN|LNP|ON,GRN,2278.0,0.24725930750027136,
Hasluck,OTH,ALP|GRN|LNP|ON,ON,3029.0,0.32877455769022035,
Pearce,GRN,ALP|LNP,ALP,12271.0,0.6869122257053292,
Pearce,GRN,ALP|LNP,LNP,5593.0,0.31308777429467083,
Pearce,ON,ALP|GRN|LNP,ALP,1967.0,0.16560026940562383,
Pearce,ON,ALP|GRN|LNP,LNP,6717.0,0.5654992422966829,
Pearce,ON,ALP|GRN|LNP,GRN,3194.0,0.2689004882976932,
Pearce,OTH,ALP|GRN|LNP|ON,ALP,1819.0,0.18042055147788139,
Pearce,OTH,ALP|GRN|LNP|ON,LNP,2444.0,0.2424122197976592,
Pearce,OTH,ALP|GRN|LNP|ON,GRN,3030.0,0.30053560801428286,
Pearce,OTH,ALP|GRN|LNP|ON,ON,2789.0,0.27663162071017655,
Moore,GRN,ALP|IND|LNP,ALP,10864.0,0.7312378003634651,
Moore,GRN,ALP|IND|LNP,LNP,1649.0,0.11099145184088309,
Moore,GRN,ALP|IND|LNP,IND,2344.0,0.1577707477956519,
Moore,ON,ALP|GRN|IND|LNP|OTH,ALP,374.0,0.054542802975061984,
Moore,ON,ALP|GRN|IND|LNP|OTH,LNP,2923.0,0.4262797141607117,
Moore,ON,ALP|GRN|IND|LNP|OTH,GRN,489.0,0.07131398570803558,
Moore,ON,ALP|GRN|IND|LNP|OTH,IND,1257.0,0.18331631908998103,
Moore,ON,ALP|GRN|IND|LNP|OTH,OTH,1814.0,0.2645471780662097,
Moore,IND,ALP|LNP,ALP,7988.0,0.4548974943052392,
Moore,IND,ALP|LNP,LNP,9572.0,0.5451025056947608,
Moore,OTH,ALP|GRN|IND|LNP|ON,ALP,2311.0,0.16361061946902655,
Moore,OTH,ALP|GRN|IND|LNP|ON,LNP,3456.0,0.24467256637168142,
Moore,OTH,ALP|GRN|IND|LNP|ON,GRN,2635.0,0.18654867256637167,
Moore,OTH,ALP|GRN|IND|LNP|ON,ON,2017.0,0.14279646017699116,
Moore,OTH,ALP|GRN|IND|LNP|ON,IND,3706.0,0.2623716814159292,
Brand,GRN,ALP|LNP,ALP,14796.0,0.7811213177066836,
Brand,GRN,ALP|LNP,LNP,4146.0,0.21887868229331645,
Brand,ON,ALP|GRN|LNP,ALP,2828.0,0.199675210054367,
Brand,ON,ALP|GRN|LNP,LNP,7404.0,0.5227705994492692,
Brand,ON,ALP|GRN|LNP,GRN,3931.0,0.27755419049636376,
Brand,OTH,ALP|GRN|LNP|ON,ALP,2128.0,0.26817895400126024,
Brand,OTH,ALP|GRN|LNP|ON,LNP,1005.0,0.1266540642722117,
Brand,OTH,ALP|GRN|LNP|ON,GRN,2599.0,0.32753623188405795,
Brand,OTH,ALP|GRN|LNP|ON,ON,2203.0,0.27763074984247005,
Burt,GRN,ALP|LNP|ON,ALP,10696.0,0.763781776635247,
Burt,GRN,ALP|LNP|ON,LNP,1535.0,0.10961153956012568,
Burt,GRN,ALP|LNP|ON,ON,1773.0,0.12660668380462725,
Burt,ON,ALP|LNP,ALP,4653.0,0.29328710999054525,
Burt,ON,ALP|LNP,LNP,11212.0,0.7067128900094548,
Burt,IND,ALP|GRN|LNP|ON|OTH,ALP,521.0,0.24232558139534885,
Burt,IND,ALP|GRN|LNP|ON|OTH,LNP,227.0,0.1055813953488372,
Burt,IND,ALP|GRN|LNP|ON|OTH,GRN,340.0,0.15813953488372093,
Burt,IND,ALP|GRN|LNP|ON|OTH,ON,279.0,0.12976744186046513,
Burt,IND,ALP|GRN|LNP|ON|OTH,OTH,783.0,0.3641860465116279,
Burt,OTH,ALP|GRN|LNP|ON,ALP,2852.0,0.2547110833258909,
Burt,OTH,ALP|GRN|LNP|ON,LNP,1993.0,0.17799410556399037,
Burt,OTH,ALP|GRN|LNP|ON,GRN,2328.0,0.20791283379476647,
Burt,OTH,ALP|GRN|LNP|ON,ON,4024.0,0.3593819773153523,
Canning,GRN,ALP|LNP|ON,ALP,7708.0,0.6877230549607424,
Canning,GRN,ALP|LNP|ON,LNP,1427.0,0.1273197715917202,
Canning,GRN,ALP|LNP|ON,ON,2073.0,0.18495717344753748,
Canning,ON,ALP|LNP,ALP,4330.0,0.27372147417662307,
Canning,ON,ALP|LNP,LNP,11489.0,0.7262785258233769,
Canning,OTH,ALP|GRN|LNP|ON,ALP,1594.0,0.21835616438356165,
Canning,OTH,ALP|GRN|LNP|ON,LNP,1207.0,0.16534246575342465,
Canning,OTH,ALP|GRN|LNP|ON,GRN,2241.0,0.306986301369863,
Canning,OTH,ALP|GRN|LNP|ON,ON,2258.0,0.30931506849315066,
Durack,GRN,ALP|LNP|ON,ALP,6100.0,0.6515701773125401,
Durack,GRN,ALP|LNP|ON,LNP,2424.0,0.2589190343943602,
Durack,GRN,ALP|LNP|ON,ON,838.0,0.08951078829309976,
Durack,ON,ALP|LNP,ALP,1590.0,0.1248135646440066,
Durack,ON,ALP|LNP,LNP,11149.0,0.8751864353559934,
Durack,OTH,ALP|GRN|LNP|ON,ALP,1865.0,0.17893120982442676,
Durack,OTH,ALP|GRN|LNP|ON,LNP,3359.0,0.3222680610189005,
Durack,OTH,ALP|GRN|LNP|ON,GRN,2166.0,0.2078096517317471,
Durack,OTH,ALP|GRN|LNP|ON,ON,3033.0,0.29099107742492564,
O'Connor,GRN,ALP|LNP|ON,ALP,7690.0,0.6260685500284947,
O'Connor,GRN,ALP|LNP|ON,LNP,3753.0,0.30554424814784664,
O'Connor,GRN,ALP|LNP|ON,ON,840.0,0.06838720182365872,
O'Connor,ON,ALP|LNP,ALP,1725.0,0.10824548192771084,
O'Connor,ON,ALP|LNP,LNP,14211.0,0.8917545180722891,
O'Connor,OTH,ALP|GRN|LNP|ON,ALP,1195.0,0.1120172478440195,
O'Connor,OTH,ALP|GRN|LNP|ON,LNP,3161.0,0.2963067116610424,
O'Connor,OTH,ALP|GRN|LNP|ON,GRN,2269.0,0.21269216347956504,
O'Connor,OTH,ALP|GRN|LNP|ON,ON,4043.0,0.37898387701537306,
Forrest,GRN,ALP|IND|LNP|ON,ALP,4222.0,0.4546139765263271,
Forrest,GRN,ALP|IND|LNP|ON,LNP,684.0,0.0736513405836115,
Forrest,GRN,ALP|IND|LNP|ON,ON,553.0,0.0595456013782707,
Forrest,GRN,ALP|IND|LNP|ON,IND,3828.0,0.4121890815117907,
Forrest,ON,ALP|IND|LNP,ALP,1175.0,0.09639048400328137,
Forrest,ON,ALP|IND|LNP,LNP,6624.0,0.5433962264150943,
Forrest,ON,ALP|IND|LNP,IND,4391.0,0.3602132895816243,
Forrest,IND,ALP|LNP,ALP,18514.0,0.6557574469592321,
Forrest,IND,ALP|LNP,LNP,9719.0,0.3442425530407679,
Forrest,OTH,ALP|GRN|IND|LNP|ON,ALP,934.0,0.13460152759763655,
Forrest,OTH,ALP|GRN|IND|LNP|ON,LNP,1261.0,0.18172647355526733,
Forrest,OTH,ALP|GRN|IND|LNP|ON,GRN,1279.0,0.18432050727770571,
Forrest,OTH,ALP|GRN|IND|LNP|ON,ON,2116.0,0.30494307537109094,
Forrest,OTH,ALP|GRN|IND|LNP|ON,IND,1349.0,0.19440841619829946,
Adelaide,GRN,ALP|LNP,ALP,22560.0,0.8917348511798885,
Adelaide,GRN,ALP|LNP,LNP,2739.0,0.10826514882011147,
Adelaide,ON,ALP|GRN|LNP,ALP,1164.0,0.17644383810823103,
Adelaide,ON,ALP|GRN|LNP,LNP,4102.0,0.621797786872821,
Adelaide,ON,ALP|GRN|LNP,GRN,1331.0,0.201758375018948,
Adelaide,OTH,ALP|GRN|LNP|ON,ALP,2036.0,0.28059536934950385,
Adelaide,OTH,ALP|GRN|LNP|ON,LNP,881.0,0.1214167585446527,
Adelaide,OTH,ALP|GRN|LNP|ON,GRN,2326.0,0.3205622932745314,
Adelaide,OTH,ALP|GRN|LNP|ON,ON,2013.0,0.277425578831312,
Hindmarsh,GRN,ALP|LNP,ALP,16588.0,0.8414751686704205,
Hindmarsh,GRN,ALP|LNP,LNP,3125.0,0.15852483132957945,
Hindmarsh,ON,ALP|GRN|LNP,ALP,1900.0,0.17569816904013316,
Hindmarsh,ON,ALP|GRN|LNP,LNP,6818.0,0.6304790086924358,
Hindmarsh,ON,ALP|GRN|LNP,GRN,2096.0,0.1938228222674311,
Hindmarsh,IND,ALP|GRN|LNP|ON|OTH,ALP,500.0,0.2347417840375587,
Hindmarsh,IND,ALP|GRN|LNP|ON|OTH,LNP,287.0,0.13474178403755868,
Hindmarsh,IND,ALP|GRN|LNP|ON|OTH,GRN,608.0,0.28544600938967135,
Hindmarsh,IND,ALP|GRN|LNP|ON|OTH,ON,240.0,0.11267605633802817,
Hindmarsh,IND,ALP|GRN|LNP|ON|OTH,OTH,495.0,0.2323943661971831,
Hindmarsh,OTH,ALP|GRN|IND|LNP|ON,ALP,877.0,0.18647671698915586,
Hindmarsh,OTH,ALP|GRN|IND|LNP|ON,LNP,719.0,0.15288113969806508,
Hindmarsh,OTH,ALP|GRN|IND|LNP|ON,GRN,1324.0,0.28152243248990005,
Hindmarsh,OTH,ALP|GRN|IND|LNP|ON,ON,1439.0,0.3059749096321497,
Hindmarsh,OTH,ALP|GRN|IND|LNP|ON,IND,344.0,0.07314480119072932,
Sturt,GRN,ALP|LNP,ALP,20452.0,0.8559470996902988,
Sturt,GRN,ALP|LNP,LNP,3442.0,0.1440529003097012,
Sturt,ON,ALP|GRN|IND|LNP,ALP,507.0,0.08420528151469855,
Sturt,ON,ALP|GRN|IND|LNP,LNP,3119.0,0.5180202624148812,
Sturt,ON,ALP|GRN|IND|LNP,GRN,556.0,0.09234346454077395,
Sturt,ON,ALP|GRN|IND|LNP,IND,1839.0,0.30543099152964626,
Sturt,IND,ALP|GRN|LNP,ALP,3485.0,0.3143037518037518,
Sturt,IND,ALP|GRN|LNP,LNP,3036.0,0.27380952380952384,
Sturt,IND,ALP|GRN|LNP,GRN,4567.0,0.4118867243867244,
Sturt,OTH,ALP|GRN|IND|LNP|ON,ALP,549.0,0.11359404096834265,
Sturt,OTH,ALP|GRN|IND|LNP|ON,LNP,986.0,0.20401406993585763,
Sturt,OTH,ALP|GRN|IND|LNP|ON,GRN,476.0,0.09848955100351749,
Sturt,OTH,ALP|GRN|IND|LNP|ON,ON,1986.0,0.41092489137181876,
Sturt,OTH,ALP|GRN|IND|LNP|ON,IND,836.0,0.17297744672046347,
Boothby,GRN,ALP|LNP,ALP,19444.0,0.8808952113441761,
Boothby,GRN,ALP|LNP,LNP,2629.0,0.11910478865582386,
Boothby,ON,ALP|GRN|LNP,ALP,1565.0,0.23769744835965978,
Boothby,ON,ALP|GRN|LNP,LNP,3628.0,0.5510328068043743,
Boothby,ON,ALP|GRN|LNP,GRN,1391.0,0.21126974483596597,
Boothby,OTH,ALP|GRN|LNP|ON,ALP,674.0,0.12033565434743795,
Boothby,OTH,ALP|GRN|LNP|ON,LNP,1267.0,0.2262096054276022,
Boothby,OTH,ALP|GRN|LNP|ON,GRN,636.0,0.11355115158007499,
Boothby,OTH,ALP|GRN|LNP|ON,ON,3024.0,0.5399035886448849,
Kingston,GRN,ALP|LNP,ALP,16069.0,0.8216915524647167,
Kingston,GRN,ALP|LNP,LNP,3487.0,0.1783084475352833,
Kingston,ON,ALP|GRN|LNP,ALP,2245.0,0.19675723049956179,
Kingston,ON,ALP|GRN|LNP,LNP,6759.0,0.5923751095530236,
Kingston,ON,ALP|GRN|LNP,GRN,2406.0,0.21086765994741455,
Kingston,OTH,ALP|GRN|LNP|ON,ALP,1649.0,0.1686783960720131,
Kingston,OTH,ALP|GRN|LNP|ON,LNP,1734.0,0.1773731587561375,
Kingston,OTH,ALP|GRN|LNP|ON,GRN,2001.0,0.2046849427168576,
Kingston,OTH,ALP|GRN|LNP|ON,ON,4392.0,0.4492635024549918,
Makin,GRN,ALP|LNP,ALP,13992.0,0.7122423008399084,
Makin,GRN,ALP|LNP,LNP,5653.0,0.28775769916009164,
Makin,ON,ALP|GRN|LNP,ALP,2104.0,0.17863813890303956,
Makin,ON,ALP|GRN|LNP,LNP,6477.0,0.5499235863474274,
Makin,ON,ALP|GRN|LNP,GRN,3197.0,0.271438274749533,
Makin,OTH,ALP|GRN|LNP|ON,ALP,1773.0,0.15792286452302484,
Makin,OTH,ALP|GRN|LNP|ON,LNP,1514.0,0.13485347822214305,
Makin,OTH,ALP|GRN|LNP|ON,GRN,3314.0,0.29518125946379264,
Makin,OTH,ALP|GRN|LNP|ON,ON,4626.0,0.41204239779103946,
Spence,GRN,ALP|LNP,ALP,16460.0,0.6697591145833334,
Spence,GRN,ALP|LNP,LNP,8116.0,0.3302408854166667,
Spence,ON,ALP|GRN|LNP,ALP,4164.0,0.24679943100995733,
Spence,ON,ALP|GRN|LNP,LNP,7835.0,0.46437885253674727,
Spence,ON,ALP|GRN|LNP,GRN,4873.0,0.2888217164532954,
Spence,IND,ALP|GRN|LNP|ON|OTH,ALP,705.0,0.22919375812743822,
Spence,IND,ALP|GRN|LNP|ON|OTH,LNP,360.0,0.11703511053315994,
Spence,IND,ALP|GRN|LNP|ON|OTH,GRN,642.0,0.20871261378413525,
Spence,IND,ALP|GRN|LNP|ON|OTH,ON,540.0,0.1755526657997399,
Spence,IND,ALP|GRN|LNP|ON|OTH,OTH,829.0,0.26950585175552666,
Spence,OTH,ALP|GRN|LNP|ON,ALP,2186.0,0.17575172857372567,
Spence,OTH,ALP|GRN|LNP|ON,LNP,1554.0,0.12493970091654606,
Spence,OTH,ALP|GRN|LNP|ON,GRN,2963.0,0.23822157903199873,
Spence,OTH,ALP|GRN|LNP|ON,ON,5735.0,0.4610869914777295,
Barker*(**),GRN,ALP|LNP|ON,ALP,7337.0,0.6224654280139136,
Barker*(**),GRN,ALP|LNP|ON,LNP,1750.0,0.1484686519046407,
Barker*(**),GRN,ALP|LNP|ON,ON,2700.0,0.22906592008144566,
Barker*(**),ON,ALP|LNP,ALP,6288.0,0.3815070986530761,
Barker*(**),ON,ALP|LNP,LNP,10194.0,0.6184929013469239,
Barker*(**),IND,ALP|GRN|LNP|ON,ALP,872.0,0.16175106659246893,
Barker*(**),IND,ALP|GRN|LNP|ON,LNP,1053.0,0.19532554257095158,
Barker*(**),IND,ALP|GRN|LNP|ON,GRN,1614.0,0.29938786867000555,
Barker*(**),IND,ALP|GRN|LNP|ON,ON,1852.0,0.3435355221665739,
Barker*(**),OTH,ALP|GRN|IND|LNP|ON,ALP,1299.0,0.11740780911062906,
Barker*(**),OTH,ALP|GRN|IND|LNP|ON,LNP,3008.0,0.27187274041937814,
Barker*(**),OTH,ALP|GRN|IND|LNP|ON,GRN,1307.0,0.11813087490961678,
Barker*(**),OTH,ALP|GRN|IND|LNP|ON,ON,3022.0,0.27313810556760665,
Barker*(**),OTH,ALP|GRN|IND|LNP|ON,IND,2428.0,0.21945046999276935,
Grey**,GRN,ALP|IND|LNP|ON,ALP,3086.0,0.429864883688536,
Grey**,GRN,ALP|IND|LNP|ON,LNP,740.0,0.1030784231787157,
Grey**,GRN,ALP|IND|LNP|ON,ON,818.0,0.11394344616241817,
Grey**,GRN,ALP|IND|LNP|ON,IND,2535.0,0.35311324697033014,
Grey**,ON,ALP|IND|LNP,ALP,3253.0,0.21053653485211313,
Grey**,ON,ALP|IND|LNP,LNP,5898.0,0.3817228658339266,
Grey**,ON,ALP|IND|LNP,IND,6300.0,0.4077405993139603,
Grey**,IND,ALP|LNP,ALP,16748.0,0.5684803638708802,
Grey**,IND,ALP|LNP,LNP,12713.0,0.43151963612911987,
Grey**,OTH,ALP|GRN|IND|LNP|ON,ALP,1339.0,0.13634049485795743,
Grey**,OTH,ALP|GRN|IND|LNP|ON,LNP,1764.0,0.1796151104775481,
Grey**,OTH,ALP|GRN|IND|LNP|ON,GRN,856.0,0.08716016698910498,
Grey**,OTH,ALP|GRN|IND|LNP|ON,ON,3981.0,0.4053558700743305,
Grey**,OTH,ALP|GRN|IND|LNP|ON,IND,1881.0,0.19152835760105896,
Mayo,LNP,ALP|OTH,ALP,6291.0,0.1711790155369922,
Mayo,LNP,ALP|OTH,OTH,30460.0,0.8288209844630078,
Mayo,GRN,ALP|LNP|OTH,ALP,9235.0,0.491380227732255,
Mayo,GRN,ALP|LNP|OTH,LNP,1140.0,0.060657656698946474,
Mayo,GRN,ALP|LNP|OTH,OTH,8419.0,0.44796211556879856,
Mayo,ON,ALP|GRN|LNP|OTH,ALP,1203.0,0.10815427492582937,
Mayo,ON,ALP|GRN|LNP|OTH,LNP,4881.0,0.43882046210554704,
Mayo,ON,ALP|GRN|LNP|OTH,GRN,1108.0,0.09961341364739729,
Mayo,ON,ALP|GRN|LNP|OTH,OTH,3931.0,0.35341184932122627,
Clark,LNP,ALP|IND,ALP,3622.0,0.34041353383458645,
Clark,LNP,ALP|IND,IND,7018.0,0.6595864661654135,
Clark,GRN,ALP|IND|LNP,ALP,2371.0,0.2612960105796782,
Clark,GRN,ALP|IND|LNP,LNP,306.0,0.03372272426713688,
Clark,GRN,ALP|IND|LNP,IND,6397.0,0.7049812651531849,
Clark,ON,ALP|GRN|IND|LNP,ALP,468.0,0.1651376146788991,
Clark,ON,ALP|GRN|IND|LNP,LNP,1095.0,0.38637967537050105,
Clark,ON,ALP|GRN|IND|LNP,GRN,166.0,0.05857445306986592,
Clark,ON,ALP|GRN|IND|LNP,IND,1105.0,0.38990825688073394,
Franklin,LNP,ALP|IND,ALP,9091.0,0.5104435710275126,
Franklin,LNP,ALP|IND,IND,8719.0,0.48955642897248736,
Franklin,GRN,ALP|IND|LNP,ALP,3731.0,0.4430064117786749,
Franklin,GRN,ALP|IND|LNP,LNP,335.0,0.03977677511279981,
Franklin,GRN,ALP|IND|LNP,IND,4356.0,0.5172168131085253,
Franklin,ON,ALP|GRN|IND|LNP|OTH,ALP,466.0,0.12285789612443976,
Franklin,ON,ALP|GRN|IND|LNP|OTH,LNP,1433.0,0.377801212760348,
Franklin,ON,ALP|GRN|IND|LNP|OTH,GRN,219.0,0.057737938307408386,
Franklin,ON,ALP|GRN|IND|LNP|OTH,IND,683.0,0.18006854732401792,
Franklin,ON,ALP|GRN|IND|LNP|OTH,OTH,992.0,0.2615344054837859,
Franklin,OTH,ALP|GRN|IND|LNP,ALP,1049.0,0.21790610718737016,
Franklin,OTH,ALP|GRN|IND|LNP,LNP,1639.0,0.34046530951391774,
Franklin,OTH,ALP|GRN|IND|LNP,GRN,187.0,0.038845035313668466,
Franklin,OTH,ALP|GRN|IND|LNP,IND,1939.0,0.4027835479850436,
Bass,GRN,ALP|LNP,ALP,9772.0,0.8180143981248954,
Bass,GRN,ALP|LNP,LNP,2174.0,0.18198560187510462,
Bass,ON,ALP|GRN|LNP,ALP,1644.0,0.2364106988783434,
Bass,ON,ALP|GRN|LNP,LNP,3931.0,0.5652861662352603,
Bass,ON,ALP|GRN|LNP,GRN,1379.0,0.1983031348863963,
Bass,IND,ALP|GRN|LNP|ON,ALP,1307.0,0.2762629465229338,
Bass,IND,ALP|GRN|LNP|ON,LNP,1015.0,0.2145423800465018,
Bass,IND,ALP|GRN|LNP|ON,GRN,1149.0,0.24286620164870007,
Bass,IND,ALP|GRN|LNP|ON,ON,1260.0,0.2663284717818643,
Bass,OTH,ALP|GRN|IND|LNP|ON,ALP,434.0,0.14524765729585007,
Bass,OTH,ALP|GRN|IND|LNP|ON,LNP,431.0,0.14424364123159303,
Bass,OTH,ALP|GRN|IND|LNP|ON,GRN,189.0,0.06325301204819277,
Bass,OTH,ALP|GRN|IND|LNP|ON,ON,1055.0,0.3530789825970549,
Bass,OTH,ALP|GRN|IND|LNP|ON,IND,879.0,0.29417670682730923,
Braddon,GRN,ALP|LNP|ON,ALP,6118.0,0.7145526746087363,
Braddon,GRN,ALP|LNP|ON,LNP,624.0,0.07288016818500351,
Braddon,GRN,ALP|LNP|ON,ON,1820.0,0.2125671572062602,
Braddon,ON,ALP|LNP,ALP,5032.0,0.46030003658982804,
Braddon,ON,ALP|LNP,LNP,5900.0,0.539699963410172,
Braddon,IND,ALP|GRN|LNP|ON,ALP,1720.0,0.2525326677433563,
Braddon,IND,ALP|GRN|LNP|ON,LNP,1307.0,0.19189546322125972,
Braddon,IND,ALP|GRN|LNP|ON,GRN,1736.0,0.25488180883864336,
Braddon,IND,ALP|GRN|LNP|ON,ON,2048.0,0.30069006019674055,
Braddon,OTH,ALP|GRN|IND|LNP|ON,ALP,360.0,0.10714285714285714,
